,PB110_D1,PB122_E_S47_L005_R1_001,PB149_E,PB205_D1_GTGGCC_L004_R1,PB214_B6_CAACTA_L001_R1,PNIBD01_D_S22_L002_R1_001,PNIBD47_G,PNIBD51_D
hsa-mir-4485_-_2,0,0,0,0,0,0,0,0
hsa-mir-4485_-_3,0,0,0,0,0,0,0,0
hsa-mir-4485_+_1,0,0,0,0,0,0,0,0
hsa-mir-4485_+_2,0,0,0,0,0,0,0,0
hsa-mir-4485_+_3,0,0,0,0,0,0,0,0
hsa-mir-4485_+_4,0,0,0,0,0,0,0,0
hsa-mir-4485_+_6,0,0,0,0,0,0,0,0
hsa-mir-4485_+_7,0,0,0,0,0,0,0,0
hsa-mir-4487_-_1,0,0,0,0,0,0,0,0
hsa-mir-4488,0,0,0,0,0,0,0,0
hsa-mir-4489,0,0,0,0,0,0,0,0
hsa-mir-4489_-_1,0,0,0,0,0,0,0,0
hsa-mir-4492,0,0,0,73.82291657,45.80478279,0,62.07144572,288.2642815
hsa-mir-4492_-_1,0,0,16.22563631,0,10.57033449,21.14205515,0,0
hsa-mir-4492_+_1,0,0,0,0,0,0,0,15.94088193
hsa-mir-4492_+_2,0,0,0,0,0,0,0,30.55335703
hsa-mir-4493,0,0,0,0,0,0,0,0
hsa-mir-4496,0,0,0,0,0,0,0,0
hsa-mir-4497,0,0,0,0,0,0,70.34763849,0
hsa-mir-4497_-_1,0,0,0,0,0,0,0,0
hsa-mir-4497_+_1,0,0,0,0,0,0,0,0
hsa-mir-4497_+_2,0,0,0,0,0,0,0,0
hsa-mir-449a,0,0,0,0,14.97464053,0,0,38.52379799
hsa-mir-449b-5p,0,0,0,0,0,0,0,49.15105261
hsa-mir-449b-5p_+_5,0,0,0,0,0,0,0,0
hsa-mir-449c-5p,0,0,0,0,0,0,0,0
hsa-mir-449c-5p_+_1,0,0,0,49.21527771,0,0,0,0
hsa-mir-4500,0,0,0,0,0,0,0,0
hsa-mir-4504_+_2,0,0,0,0,0,0,0,0
hsa-mir-4505_-_7,0,0,0,0,0,0,0,0
hsa-mir-4505_+_3,0,0,0,0,0,0,0,0
hsa-mir-4506,0,0,0,0,0,0,0,0
hsa-mir-4508,0,0,0,0,0,0,0,0
hsa-mir-4508_-_1,0,0,44.2517354,0,13.21291811,0,0,0
hsa-mir-4508_-_2,0,0,0,0,0,0,0,0
hsa-mir-4508_-_4,0,0,0,0,0,0,0,0
hsa-mir-4508_+_1,0,0,0,0,0,0,0,0
hsa-mir-4508_+_2,0,0,0,0,0,0,0,0
hsa-mir-450a-1-5p,0,112.3026226,42.77667755,95.35460056,50.20908883,69.46675262,95.17621678,39.85220482
hsa-mir-450a-2-3p,0,0,0,0,0,0,0,0
hsa-mir-450a-2-5p,0,112.3026226,42.77667755,95.35460056,50.20908883,69.46675262,95.17621678,39.85220482
hsa-mir-450b-5p,299.4905282,353.4229594,234.5341976,141.4939234,161.197601,283.9075977,260.700072,217.8587197
hsa-mir-450b-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-450b-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-450b-5p_+_2,0,0,0,0,0,0,0,0
hsa-mir-4510,0,0,0,0,0,0,0,0
hsa-mir-4511,0,0,0,0,0,0,0,0
hsa-mir-4511_-_1,0,0,0,0,0,0,0,0
hsa-mir-4512,0,0,0,0,0,0,0,0
hsa-mir-4512_+_6,0,0,0,0,0,0,0,0
hsa-mir-4513,0,0,0,0,0,0,0,0
hsa-mir-4513_+_1,0,0,0,0,0,0,0,0
hsa-mir-4513_+_2,0,0,0,0,0,0,0,0
hsa-mir-4515,0,0,0,0,0,0,0,0
hsa-mir-4516,73.72074541,102.3935677,44.2517354,33.83550343,39.63875434,19.63190835,293.8048431,302.8767566
hsa-mir-4516_-_1,0,0,0,0,0,0,0,66.42034137
hsa-mir-4516_-_2,0,0,0,0,0,30.20293592,0,19.92610241
hsa-mir-4516_-_3,0,0,0,0,0,21.14205515,0,0
hsa-mir-4516_+_1,0,125.5146959,115.054512,79.97482628,15.85550174,21.14205515,157.2476625,312.1756044
hsa-mir-4516_+_2,0,62.75734794,0,0,0,22.65220194,70.34763849,174.0212944
hsa-mir-4516_+_3,0,0,0,0,0,0,0,55.79308675
hsa-mir-4517,0,0,0,0,0,0,0,0
hsa-mir-4517_-_1,0,0,0,0,0,0,0,0
hsa-mir-4517_+_1,0,0,0,0,0,0,0,0
hsa-mir-4519,0,0,0,0,0,0,0,0
hsa-mir-4519_-_3,0,0,0,0,0,0,0,0
hsa-mir-451a,2782.958139,2104.022665,3426.559378,1254.989582,2506.930997,833.6010315,2429.062576,611.0671406
hsa-mir-451a_+_1,0,0,38.35150401,0,25.54497502,19.63190835,0,18.59769558
hsa-mir-451a_+_2,0,0,0,0,0,0,0,0
hsa-mir-451a_+_3,0,0,0,0,0,0,0,0
hsa-mir-451a_+_4,0,0,25.07598339,0,0,0,0,0
hsa-mir-451a_+_5,0,0,0,0,0,0,0,0
hsa-mir-452-3p_-_5,129.0113045,36.33320144,36.87644617,0,16.73636294,0,0,0
hsa-mir-452-3p_-_6,0,0,0,0,0,0,0,0
hsa-mir-452-3p_-_7,0,0,0,0,0,0,0,0
hsa-mir-452-5p,101.3660249,198.1810987,159.3062474,129.190104,60.77942332,52.85513787,49.65715658,50.47945944
hsa-mir-452-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-452-5p_+_2,0,0,0,0,0,24.16234874,0,0
hsa-mir-452-5p_+_3,184.3018635,108.9996043,69.32771879,199.9370657,36.11530951,83.05807379,264.8381684,27.89654337
hsa-mir-452-5p_+_4,0,0,0,0,0,0,0,0
hsa-mir-452-5p_+_5,0,0,0,0,0,0,0,0
hsa-mir-452-5p_+_6,0,0,0,0,0,0,0,0
hsa-mir-4520a-3p,0,0,0,0,0,0,0,0
hsa-mir-4520a-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-4520b-3p,0,0,0,0,0,0,0,0
hsa-mir-4521,0,0,20.65080985,0,0,0,0,0
hsa-mir-4521_+_2,0,0,0,0,0,0,0,0
hsa-mir-4521_+_3,0,0,0,0,0,0,0,0
hsa-mir-4522_-_4,0,0,0,0,0,0,0,0
hsa-mir-4522_-_7,0,0,0,0,0,0,0,0
hsa-mir-4522_+_2,0,0,0,0,0,0,0,0
hsa-mir-4522_+_3,0,0,0,0,0,0,0,0
hsa-mir-4523,0,0,0,0,0,36.24352311,0,0
hsa-mir-4524a-3p,0,0,0,0,0,0,0,0
hsa-mir-4524a-5p,0,0,0,0,0,0,0,0
hsa-mir-4524a-5p_+_2,0,0,0,0,0,0,0,0
hsa-mir-4526,0,0,0,0,0,0,0,0
hsa-mir-4532,0,39.63621975,0,0,15.85550174,0,0,0
hsa-mir-4532_-_1,0,82.57545781,0,0,0,0,0,0
hsa-mir-4532_+_2,0,0,0,0,0,0,0,0
hsa-mir-4532_+_3,0,0,0,0,0,0,0,0
hsa-mir-454-3p,594.3735099,726.6640287,592.9732544,895.1028634,457.1669667,380.5569926,653.8192283,278.9654337
hsa-mir-454-3p_+_1,0,0,33.92633047,0,0,0,0,0
hsa-mir-454-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-454-3p_+_3,0,0,0,0,0,0,0,0
hsa-mir-454-3p_+_7,0,0,0,0,0,0,0,0
hsa-mir-454-5p,82.93583859,69.36338456,178.4819994,33.83550343,45.80478279,86.07836738,157.2476625,100.9589189
hsa-mir-454-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-454-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-455-3p,0,52.848293,25.07598339,98.43055542,26.42583623,42.28411029,91.0381204,43.8374253
hsa-mir-455-3p_-_1,0,52.848293,23.60092555,0,0,0,0,0
hsa-mir-455-3p_-_2,0,0,0,0,14.97464053,0,53.79525296,0
hsa-mir-455-3p_+_1,55.29055906,0,0,0,0,28.69278913,91.0381204,0
hsa-mir-455-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-455-3p_+_4,0,0,0,0,0,0,0,0
hsa-mir-455-3p_+_6,0,0,0,0,0,0,0,0
hsa-mir-455-5p,575.9433236,838.9666514,528.0707091,590.5833325,533.8018918,315.6206804,401.395349,225.8291607
hsa-mir-455-5p_-_1,142.8339442,184.9690255,39.82656186,129.190104,69.5880354,21.14205515,0,31.88176386
hsa-mir-455-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-455-5p_+_2,69.11319883,0,57.52725602,76.89887142,61.66028453,39.2638167,0,55.79308675
hsa-mir-455-5p_+_3,0,0,0,0,0,0,0,0
hsa-mir-455-5p_+_4,0,0,0,0,0,0,0,0
hsa-mir-455-5p_+_5,0,0,0,0,0,0,0,0
hsa-mir-455-5p_+_6,0,0,0,0,0,0,0,0
hsa-mir-455-5p_+_8,0,0,0,0,0,0,0,0
hsa-mir-4635,0,0,0,0,0,0,0,0
hsa-mir-4636,0,0,0,0,0,16.61161476,0,0
hsa-mir-4636_+_1,0,0,0,0,0,0,0,0
hsa-mir-4638-3p,0,0,0,0,0,0,0,0
hsa-mir-4645-3p,0,0,0,0,0,0,0,0
hsa-mir-4645-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-4645-3p_-_2,0,0,22.1258677,0,0,0,0,0
hsa-mir-4645-3p_+_5,0,0,0,0,0,0,0,0
hsa-mir-4647,0,0,0,0,0,0,0,0
hsa-mir-4649-3p,0,0,0,0,0,0,0,0
hsa-mir-4654,0,0,0,0,0,0,0,0
hsa-mir-4658,0,0,0,0,0,0,0,0
hsa-mir-4659a-3p,0,0,0,0,0,0,0,0
hsa-mir-4660,0,0,0,0,0,0,0,0
hsa-mir-4661-3p,0,0,0,0,0,0,45.5190602,0
hsa-mir-4661-5p,0,0,0,0,0,0,0,0
hsa-mir-4662a-5p,59.89810565,0,0,0,36.11530951,134.4030649,0,91.66007109
hsa-mir-4664-3p,0,0,0,0,0,0,0,0
hsa-mir-4667-5p,0,0,0,0,0,0,0,0
hsa-mir-4667-5p_-_2,0,0,0,0,0,0,0,0
hsa-mir-4668-5p,0,0,0,0,0,0,0,0
hsa-mir-4670-3p,0,0,0,0,0,0,0,0
hsa-mir-4671-3p,0,0,0,0,0,0,0,0
hsa-mir-4671-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-4673,0,0,0,0,0,0,0,0
hsa-mir-4676-3p,0,0,0,0,0,0,0,0
hsa-mir-4676-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-4677-3p,115.1886647,128.8177142,70.80277664,52.29123257,40.51961555,95.13924816,153.1095661,135.4974964
hsa-mir-4677-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-4677-5p,0,0,0,0,0,0,0,0
hsa-mir-4677-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-4680-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-4680-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-4682,0,0,0,0,0,0,0,0
hsa-mir-4684-3p,0,0,0,0,0,0,0,0
hsa-mir-4684-5p,0,0,0,0,0,0,0,0
hsa-mir-4685-3p,0,0,0,0,0,36.24352311,0,0
hsa-mir-4687-3p,0,0,0,0,0,0,0,0
hsa-mir-4687-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-4687-3p_-_2,0,0,0,0,0,0,0,0
hsa-mir-4687-5p,0,0,0,0,0,0,0,0
hsa-mir-4688,0,0,0,0,0,0,0,0
hsa-mir-4690-3p,0,0,0,0,0,0,0,0
hsa-mir-4690-5p_+_4,0,0,0,0,0,0,0,0
hsa-mir-4696_-_7,0,0,0,0,0,0,0,0
hsa-mir-4697-3p,0,0,0,0,0,0,0,0
hsa-mir-4699-3p,0,0,0,0,0,0,0,0
hsa-mir-4701-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-4705,0,0,0,0,0,0,0,0
hsa-mir-4707-3p,0,0,0,0,0,0,0,0
hsa-mir-4708-3p,0,0,0,0,0,0,0,0
hsa-mir-4708-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-4709-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-4709-5p,0,0,0,0,0,0,0,0
hsa-mir-4709-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-4709-5p_-_2,0,0,0,0,0,0,0,0
hsa-mir-4709-5p_+_6,0,0,0,0,0,0,0,0
hsa-mir-4712-3p,0,0,0,0,0,0,0,0
hsa-mir-4712-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-4712-3p_-_3,0,0,0,0,0,0,0,0
hsa-mir-4713-5p,0,0,0,0,0,0,0,0
hsa-mir-4714-3p,0,0,0,0,0,0,0,0
hsa-mir-4714-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-4723-3p,0,0,0,0,0,0,0,0
hsa-mir-4724-5p,0,0,0,0,0,0,0,0
hsa-mir-4726-5p,0,0,0,0,0,0,0,0
hsa-mir-4727-3p,0,0,0,0,0,0,0,0
hsa-mir-4727-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-4727-5p,0,0,0,0,0,0,0,19.92610241
hsa-mir-4728-3p,0,0,0,0,0,0,0,0
hsa-mir-4728-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-4729,0,0,0,0,0,0,0,0
hsa-mir-4731-3p,0,0,0,0,0,0,0,0
hsa-mir-4731-5p,0,0,0,0,0,0,0,0
hsa-mir-4731-5p_+_2,0,0,0,0,0,0,0,0
hsa-mir-4732-3p,0,0,0,0,0,0,0,0
hsa-mir-4738-3p_-_5,0,0,0,0,0,0,0,0
hsa-mir-4738-3p_+_4,0,0,0,0,0,0,0,0
hsa-mir-4739,0,0,0,0,0,0,57.93334934,0
hsa-mir-4741_+_7,0,0,0,0,0,0,0,0
hsa-mir-4742-3p,0,0,0,0,0,0,0,0
hsa-mir-4742-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-4745-5p,0,0,0,0,0,0,0,0
hsa-mir-4746-5p,0,0,19.17575201,0,0,0,0,0
hsa-mir-4748_+_1,0,0,0,0,0,0,0,0
hsa-mir-4753-5p,0,0,0,0,0,0,0,0
hsa-mir-4753-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-4753-5p_+_2,0,0,0,0,0,0,0,0
hsa-mir-4755-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-4757-3p,0,0,0,0,0,0,0,0
hsa-mir-4757-3p_-_2,0,0,0,0,0,0,0,0
hsa-mir-4757-3p_-_4,0,0,0,0,0,0,0,0
hsa-mir-4761-3p,0,0,0,0,0,0,0,0
hsa-mir-4762-3p,0,0,0,0,0,0,0,0
hsa-mir-4762-3p_-_2,0,0,0,0,0,0,0,0
hsa-mir-4762-5p,0,0,0,0,0,0,0,0
hsa-mir-4762-5p_-_2,0,0,0,0,0,0,0,0
hsa-mir-4766-3p,0,0,0,0,0,0,0,0
hsa-mir-4767,0,0,0,0,0,0,0,0
hsa-mir-4767_-_1,0,0,0,0,0,0,0,0
hsa-mir-4768-5p,0,0,0,0,0,0,0,0
hsa-mir-4768-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-4770,0,36.33320144,60.47737171,0,114.511957,0,0,43.8374253
hsa-mir-4772-3p,0,0,0,0,0,0,0,0
hsa-mir-4772-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-4772-5p,0,0,0,0,0,0,0,0
hsa-mir-4772-5p_-_2,0,0,0,0,0,0,0,19.92610241
hsa-mir-4775,0,0,0,33.83550343,0,0,53.79525296,19.92610241
hsa-mir-4775_-_1,0,0,0,0,0,0,0,15.94088193
hsa-mir-4775_-_2,0,0,0,0,0,0,0,0
hsa-mir-4775_+_1,0,0,0,0,0,0,0,0
hsa-mir-4777-3p,0,0,0,0,0,0,0,0
hsa-mir-4777-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-4777-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-4780_-_4,0,0,0,0,0,0,0,0
hsa-mir-4781-3p,0,0,0,0,13.21291811,31.71308272,0,0
hsa-mir-4781-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-4781-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-4781-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-4784,0,0,0,0,0,0,0,0
hsa-mir-4785,0,0,0,0,0,0,0,0
hsa-mir-4786-5p,0,0,0,0,0,0,0,0
hsa-mir-4786-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-4787-3p,0,0,0,0,0,0,0,0
hsa-mir-4791_-_1,0,0,0,0,0,0,0,0
hsa-mir-4791_+_1,0,0,0,0,0,0,0,0
hsa-mir-4792,0,0,0,0,0,0,0,0
hsa-mir-4792_-_1,0,0,0,0,0,0,0,0
hsa-mir-4792_-_3,0,0,0,0,0,0,0,0
hsa-mir-4792_+_1,0,0,0,0,0,0,0,0
hsa-mir-4792_+_2,0,0,0,0,0,0,0,0
hsa-mir-4792_+_3,0,0,0,0,0,0,0,0
hsa-mir-4792_+_4,0,0,0,0,0,0,0,0
hsa-mir-4795-5p_+_3,0,0,0,0,0,0,0,0
hsa-mir-4796-3p,0,0,0,0,0,0,0,0
hsa-mir-4796-5p,0,0,0,0,0,0,0,0
hsa-mir-4797-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-4798-5p,0,0,0,0,0,0,0,0
hsa-mir-4800-3p,0,0,25.07598339,0,0,0,0,0
hsa-mir-4800-3p_+_4,0,0,0,0,0,0,0,0
hsa-mir-4800-5p,0,0,0,0,0,0,0,17.26928876
hsa-mir-4802-3p,0,0,0,0,0,0,0,0
hsa-mir-4802-5p,0,0,0,0,0,0,0,0
hsa-mir-4804-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-4804-5p,0,0,0,0,0,0,0,0
hsa-mir-483-3p,0,0,0,0,0,0,0,0
hsa-mir-483-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-483-5p,0,0,0,0,0,0,0,0
hsa-mir-484,1382.263977,1218.813757,1690.416292,3042.119353,600.7473436,2946.296399,1191.771758,1798.662844
hsa-mir-484_-_1,0,0,0,0,0,0,0,0
hsa-mir-484_-_4,0,0,17.70069416,0,0,0,0,0
hsa-mir-484_+_1,0,0,22.1258677,0,0,0,0,0
hsa-mir-484_+_2,0,0,0,0,0,25.67249553,0,0
hsa-mir-484_+_5,0,0,0,0,0,0,0,0
hsa-mir-485-3p,0,0,0,0,14.09377932,30.20293592,0,0
hsa-mir-485-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-485-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-485-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-485-3p_+_4,0,0,0,0,0,0,0,0
hsa-mir-485-5p,0,62.75734794,0,76.89887142,90.72870438,40.7739635,78.62383125,86.34644378
hsa-mir-486-3p,92.15093177,0,44.2517354,218.3927948,30.83014226,60.40587185,0,114.2429872
hsa-mir-486-5p,3962.490066,3943.803865,10459.63519,5576.706156,2934.148682,4868.713271,9641.764569,7704.759599
hsa-mir-486-5p_-_1,0,0,0,0,0,0,49.65715658,15.94088193
hsa-mir-486-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-486-5p_+_2,0,0,50.15196679,0,0,0,0,0
hsa-mir-486-5p_+_3,0,0,0,0,0,0,0,0
hsa-mir-486-5p_+_5,0,0,0,0,0,0,0,0
hsa-mir-487a,0,0,0,0,10.57033449,0,0,0
hsa-mir-487b,152.0490374,0,84.07829726,132.2660588,229.9047752,77.0174866,45.5190602,67.7487482
hsa-mir-487b_+_1,0,0,0,0,10.57033449,0,0,0
hsa-mir-487b_+_2,0,0,0,0,32.59186468,36.24352311,0,22.58291607
hsa-mir-488-3p,0,0,0,0,28.18755864,16.61161476,0,0
hsa-mir-488-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-488-5p,0,0,0,0,0,0,0,0
hsa-mir-489,0,0,0,0,0,0,0,27.89654337
hsa-mir-489_-_1,0,0,0,0,0,0,0,0
hsa-mir-489_+_1,0,0,0,0,0,0,0,0
hsa-mir-490-3p,0,0,0,0,1228.801385,0,0,0
hsa-mir-490-3p_-_1,0,0,0,0,51.08995004,0,0,0
hsa-mir-490-3p_-_2,0,0,0,0,26.42583623,0,0,0
hsa-mir-490-3p_-_3,0,0,0,0,177.9339639,0,0,17.26928876
hsa-mir-490-5p,0,0,0,0,213.1684122,0,0,0
hsa-mir-491-5p,0,0,0,0,0,0,0,0
hsa-mir-492_+_7,0,0,17.70069416,0,0,0,0,0
hsa-mir-493-3p,78.328292,142.0297874,0,119.9622394,147.9846829,55.87543146,0,0
hsa-mir-493-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-493-5p,105.9735715,198.1810987,0,129.190104,112.7502346,46.81455068,45.5190602,79.70440964
hsa-mir-494,0,0,0,36.91145828,14.97464053,0,0,0
hsa-mir-495,0,46.24225637,0,0,15.85550174,37.7536699,0,0
hsa-mir-495_+_1,0,0,0,0,16.73636294,0,0,0
hsa-mir-496,0,0,0,0,0,0,0,0
hsa-mir-496_+_2,0,0,0,0,0,0,0,0
hsa-mir-497-3p,0,0,0,0,37.87703193,0,0,0
hsa-mir-497-3p_-_1,0,0,0,0,15.85550174,0,0,0
hsa-mir-497-3p_-_2,0,0,0,0,0,0,0,0
hsa-mir-497-5p,2285.343108,2374.870167,1849.72254,2199.307723,4594.572059,2058.330083,2300.781588,2086.927126
hsa-mir-497-5p_+_1,0,0,39.82656186,0,170.8870743,28.69278913,66.20954211,49.15105261
hsa-mir-497-5p_+_2,0,0,0,0,0,0,0,0
hsa-mir-497-5p_+_3,78.328292,66.06036625,60.47737171,0,129.4865975,67.95660583,0,69.07715502
hsa-mir-497-5p_+_4,0,0,0,0,0,0,0,0
hsa-mir-497-5p_+_5,0,0,0,0,0,0,0,0
hsa-mir-497-5p_+_6,0,0,0,0,0,0,0,0
hsa-mir-497-5p_+_7,0,0,0,0,0,0,0,0
hsa-mir-497-5p_+_8,0,0,0,0,0,0,0,0
hsa-mir-4999-5p,0,0,0,0,0,0,0,0
hsa-mir-4999-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-4999-5p_+_1,0,0,0,0,0,0,0,0
hsa-mir-499a-3p,0,0,0,0,0,0,0,0
hsa-mir-499a-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-499a-5p,55.29055906,0,0,0,51.08995004,0,0,14.6124751
hsa-mir-499a-5p_+_1,0,0,0,0,0,16.61161476,0,0
hsa-mir-5000-3p,0,0,53.10208248,0,0,0,0,0
hsa-mir-5001-3p,0,0,0,0,0,28.69278913,0,19.92610241
hsa-mir-5001-5p,0,0,0,0,0,0,0,0
hsa-mir-5001-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-5001-5p_-_5,0,0,0,0,0,0,0,0
hsa-mir-5001-5p_-_6,0,0,0,0,0,0,53.79525296,0
hsa-mir-5001-5p_+_4,0,0,0,0,0,0,0,0
hsa-mir-5001-5p_+_6,0,0,0,0,0,0,0,0
hsa-mir-5002-5p,0,0,0,0,0,0,0,0
hsa-mir-5006-3p,0,0,0,0,0,0,0,0
hsa-mir-5008-3p_+_3,0,0,0,0,0,0,0,0
hsa-mir-5009-5p,0,0,0,0,0,0,0,0
hsa-mir-5009-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-500a-3p,861.611212,1274.965069,1168.245815,772.0646691,378.7703193,2524.965443,993.1431316,2048.403328
hsa-mir-500a-3p_-_1,110.5811181,165.1509156,171.1067102,123.0381943,65.18372936,431.9019837,99.31431316,409.1493028
hsa-mir-500a-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-500a-3p_+_3,0,0,0,0,0,0,0,0
hsa-mir-500a-3p_+_4,0,0,0,0,0,19.63190835,0,0
hsa-mir-500a-3p_+_5,0,0,0,0,0,0,0,0
hsa-mir-500a-5p,0,0,0,0,0,0,0,0
hsa-mir-500b_-_1,0,0,0,0,0,0,0,0
hsa-mir-501-3p,179.6943169,720.0579921,472.0185109,338.3550343,74.87320264,2120.246102,968.3145533,1491.800867
hsa-mir-501-3p_+_1,0,66.06036625,39.82656186,0,0,55.87543146,0,47.82264579
hsa-mir-501-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-501-3p_+_4,0,0,0,0,0,0,0,0
hsa-mir-501-3p_+_6,0,0,0,0,0,0,0,0
hsa-mir-501-3p_+_7,0,0,0,0,0,0,0,0
hsa-mir-501-5p,0,0,0,0,0,0,0,0
hsa-mir-5010-3p,0,0,0,0,0,33.22322952,0,0
hsa-mir-5010-3p_-_1,0,0,0,0,0,0,0,0
hsa-mir-5010-3p_+_1,0,0,0,0,0,0,0,0
hsa-mir-5010-5p,0,0,0,0,0,0,0,0
hsa-mir-5010-5p_-_1,0,0,0,0,0,0,0,0
hsa-mir-5010-5p_+_3,0,0,0,0,0,0,0,0
hsa-mir-502-3p,64.50565224,234.5143002,84.07829726,153.7977428,68.70717419,178.1973219,107.5905059,236.4564153
hsa-mir-502-3p_+_1,0,0,0,0,0,27.18264233,0,18.59769558
hsa-mir-502-5p_-_1,0,0,0,0,0,21.14205515,0,0
hsa-mir-502-5p_-_2,0,0,0,0,0,0,0,0
hsa-mir-503,0,0,0,0,0,0,0,0
hsa-mir-504,0,0,0,0,11.4511957,48.32469748,0,49.15105261
hsa-mir-504_+_1,0,0,29.50115693,0,74.87320264,58.89572505,0,98.30210523
hsa-mir-504_+_2,0,0,0,0,0,0,0,0
hsa-mir-504_+_3,0,0,0,0,0,0,0,0
hsa-mir-505-3p,184.3018635,72.66640287,87.02841295,76.89887142,81.0392311,51.34499107,62.07144572,106.2725462
hsa-mir-505-3p_+_1,55.29055906,39.63621975,0,61.51909714,25.54497502,0,0,22.58291607
hsa-mir-505-3p_+_2,0,0,16.22563631,0,0,0,0,14.6124751
hsa-mir-505-3p_+_4,0,0,0,0,0,0,45.5190602,0
hsa-mir-505-5p,0,0,0,0,0,0,0,31.88176386
hsa-mir-508-3p,0,0,0,0,0,0,0,29.2249502
hsa-mir-508-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-508-5p,0,0,0,0,0,0,0,0
hsa-mir-509-1-3p,0,0,47.20185109,0,0,25.67249553,0,0
hsa-mir-509-1-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-509-2-3p,0,0,47.20185109,0,0,25.67249553,0,0
hsa-mir-509-2-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-509-3-3p,0,0,47.20185109,0,0,25.67249553,0,0
hsa-mir-509-3-3p_+_2,0,0,0,0,0,0,0,0
hsa-mir-509-3-5p,0,0,28.02609909,0,0,0,0,0
hsa-mir-5091,0,0,0,0,11.4511957,0,0,0
hsa-mir-5091_-_1,0,0,0,0,0,0,0,0
hsa-mir-5091_-_2,0,0,0,0,0,0,0,0
hsa-mir-5091_-_5,0,0,0,0,0,0,0,0
hsa-mir-5091_+_1,0,0,0,0,0,0,0,0
hsa-mir-5091_+_2,0,0,0,0,0,0,0,0
hsa-mir-5091_+_5,0,0,0,0,0,0,0,0
hsa-mir-5091_+_7,0,0,0,0,0,0,0,0
hsa-mir-5092,0,0,0,0,0,0,0,0
hsa-mir-5094,0,0,0,0,0,0,0,0
hsa-mir-5094_+_1,0,0,0,0,0,0,0,0
hsa-mir-5100_+_4,0,0,0,0,0,0,0,0
hsa-mir-5100_+_5,0,0,0,0,0,19.63190835,0,0
hsa-mir-5100_+_6,0,0,0,0,0,0,0,0
hsa-mir-5100_+_7,0,0,0,0,0,0,0,0
hsa-mir-5100_+_8,0,0,32.45127263,0,0,0,45.5190602,0
hsa-mir-511-1,0,0,0,39.98741314,12.33205691,0,0,18.59769558
hsa-mir-511-1_-_1,0,0,39.82656186,0,12.33205691,0,0,0
hsa-mir-511-2,0,0,0,39.98741314,12.33205691,0,0,18.59769558
