,PB119_E1_ACAGTG_L004_R1,PB217_G1_CAACTA_L002_R1,PB220_G1_CTTGTA_L005_R1,PNIBD01_E,PNIBD46_A_S22_L006_R1_001,PNIBD51_E,PNIBD52_E_S58_L007_R1_001
hsa-mir-147a_+_1,0,0,0,23.7580793,0,26.27251141,0
hsa-mir-147b,678.4806139,1001.556114,294.9026113,237.580793,841.5212476,331.1928711,6444.888629
hsa-mir-147b_-_1,103.3447293,171.9088853,64.54695709,116.8897501,240.8934869,120.2166431,1379.105162
hsa-mir-147b_-_2,0,0,0,0,0,0,0
hsa-mir-147b_-_6,0,0,0,0,0,0,0
hsa-mir-147b_+_1,26.95949459,89.69159233,19.5417393,0,48.17869738,39.80683547,205.8945734
hsa-mir-147b_+_2,0,0,0,0,0,0,0
hsa-mir-147b_+_3,25.46174489,0,0,0,0,0,81.58086872
hsa-mir-147b_+_4,0,0,0,0,0,0,0
hsa-mir-147b_+_5,0,0,0,0,0,0,0
hsa-mir-148a-3p,158915.7364,131301.0169,133050.2281,185475.5238,156005.834,204622.2609,45564.85758
hsa-mir-148a-3p_-_1,22.46624549,41.10864648,23.09478281,202.4188356,218.4100948,372.59198,0
hsa-mir-148a-3p_+_1,280.0791938,313.9205732,251.0817413,300.3021223,353.3104475,214.9569116,97.12008181
hsa-mir-148a-3p_+_2,638.041372,624.1039966,410.9686993,600.6042447,870.428466,646.4630081,260.2818192
hsa-mir-148a-3p_+_3,139.2907221,231.7032802,125.5408707,79.82714644,134.9003527,71.65230385,0
hsa-mir-148a-3p_+_4,221.6669555,422.2979139,178.8365233,165.3562319,215.1981816,244.4139698,104.8896884
hsa-mir-148a-3p_+_5,119.819976,175.646035,71.06087019,0,73.87400265,26.27251141,0
hsa-mir-148a-3p_+_6,26.95949459,82.21729297,13.62000012,13.30452441,0,34.23387851,0
hsa-mir-148a-3p_+_7,19.47074609,0,0,0,0,10.34977722,0
hsa-mir-148a-3p_+_8,0,0,5.921739183,0,0,13.53432406,0
hsa-mir-148a-5p,1737.389651,881.9673246,1350.156534,1011.143855,1117.745779,1244.361677,4455.869353
hsa-mir-148a-5p_-_1,85.37173287,63.53154457,69.28434844,74.12520741,73.87400265,15.12659748,0
hsa-mir-148a-5p_+_1,0,0,8.290434856,23.7580793,0,0,0
hsa-mir-148a-5p_+_2,0,0,0,0,0,0,0
hsa-mir-148a-5p_+_3,0,0,0,0,0,0,0
hsa-mir-148a-5p_+_4,0,0,0,0,0,0,0
hsa-mir-148a-5p_+_6,0,0,0,0,0,0,0
hsa-mir-148b-3p,4668.485813,2989.719744,3733.656555,3692.005523,4140.156062,2537.287693,776.9606545
hsa-mir-148b-3p_-_1,0,0,0,0,0,0,0
hsa-mir-148b-3p_+_1,0,0,0,0,0,0,0
hsa-mir-148b-3p_+_2,0,0,0,39.91357322,0,0,0
hsa-mir-148b-3p_+_3,0,0,0,0,0,0,0
hsa-mir-148b-3p_+_4,0,0,0,0,0,0,0
hsa-mir-148b-3p_+_7,0,0,0,0,0,0,0
hsa-mir-148b-5p,17.97299639,41.10864648,34.93826118,10.45355489,0,0,0
hsa-mir-148b-5p_-_1,378.930674,272.8119267,246.34435,121.641366,141.324179,108.2745925,116.5440982
hsa-mir-148b-5p_-_2,0,0,0,0,0,0,0
hsa-mir-149-5p,166.2502166,145.7488375,205.4843496,18.05614027,305.1317501,98.72095197,1845.281554
hsa-mir-150-3p,19.47074609,0,25.46347849,183.4123722,70.66208949,210.1800913,0
hsa-mir-150-3p_-_1,0,0,0,0,0,0,0
hsa-mir-150-3p_+_2,0,0,0,0,0,0,0
hsa-mir-150-5p,5662.991614,15927.73194,9263.968777,8356.191651,19085.18799,4075.423816,9502.228804
hsa-mir-150-5p_-_1,0,0,0,16.15549392,0,0,0
hsa-mir-150-5p_-_2,0,93.42874201,51.51913089,40.86389639,128.4765264,9.553640513,46.61763927
hsa-mir-150-5p_+_1,0,0,11.25130445,0,0,0,0
hsa-mir-150-5p_+_2,0,0,0,0,54.6025237,0,0
hsa-mir-150-5p_+_3,0,0,0,0,0,0,0
hsa-mir-150-5p_+_4,0,0,0,0,0,0,0
hsa-mir-150-5p_+_5,0,0,0,0,0,0,0
hsa-mir-150-5p_+_6,0,0,0,0,0,0,0
hsa-mir-150-5p_+_8,0,0,0,0,0,0,0
hsa-mir-151a-3p,12646.99846,8800.987497,12182.79402,25350.82093,12497.5541,26152.29477,33689.01398
hsa-mir-151a-3p_-_1,187.2187124,216.7546815,168.7695667,406.7383176,141.324179,441.059737,679.8405727
hsa-mir-151a-3p_-_2,1683.470662,1715.351703,1542.020883,3630.234517,1683.042495,3752.988448,2140.526603
hsa-mir-151a-3p_-_3,0,0,0,0,0,0,0
hsa-mir-151a-3p_-_4,0,0,0,0,0,0,0
hsa-mir-151a-3p_-_6,0,0,0,0,0,0,0
hsa-mir-151a-3p_-_7,0,0,0,0,0,0,0
hsa-mir-151a-3p_-_8,0,0,0,0,0,0,0
hsa-mir-151a-3p_+_1,80.87848378,78.48014329,78.16695721,107.3865184,67.45017634,148.8775647,128.198508
hsa-mir-151a-3p_+_2,19.47074609,0,29.01652199,40.86389639,0,93.14799501,159.2769342
hsa-mir-151a-3p_+_3,0,0,0,0,0,0,0
hsa-mir-151a-5p,3166.242865,2795.387961,3055.617418,2721.725564,2424.994435,2961.628559,1666.580604
hsa-mir-151a-5p_-_1,62.90548738,41.10864648,40.26782644,69.37359155,86.72165529,117.0320963,66.04165563
hsa-mir-151a-5p_+_1,0,0,7.698260937,35.16195736,0,0,0
hsa-mir-151a-5p_+_2,0,0,0,0,0,0,0
hsa-mir-151b,158.7614682,168.1717356,199.5626105,287.9479211,202.350529,221.3260052,155.3921309
hsa-mir-151b_-_1,0,0,7.106087019,0,0,11.94205064,0
hsa-mir-151b_-_3,0,0,0,0,0,0,0
hsa-mir-152,1031.949543,952.9731685,1033.343487,1143.238776,1233.374653,864.6044665,446.7523763
hsa-mir-152_-_1,0,0,0,0,0,0,0
hsa-mir-152_+_1,0,0,0,0,0,0,0
hsa-mir-152_+_2,0,0,0,0,0,23.08796457,0
hsa-mir-152_+_3,0,0,0,0,0,0,0
hsa-mir-152_+_4,0,0,0,0,0,0,0
hsa-mir-152_+_6,0,0,0,0,0,0,0
hsa-mir-153-1,71.89198558,59.79439489,90.01043557,72.22456107,83.50974213,76.42912411,0
hsa-mir-153-2,71.89198558,59.79439489,90.01043557,72.22456107,83.50974213,76.42912411,0
hsa-mir-1537,0,0,0,0,0,0,0
hsa-mir-1537_-_2,0,0,0,0,0,0,0
hsa-mir-1537_+_1,0,0,0,0,0,0,0
hsa-mir-1538,0,0,0,0,0,0,0
hsa-mir-1538_+_3,0,0,0,0,0,0,0
hsa-mir-154-3p,0,0,0,0,0,0,0
hsa-mir-154-5p,47.92799039,0,23.09478281,0,48.17869738,0,0
hsa-mir-154-5p_+_5,0,0,0,0,0,0,0
hsa-mir-155-5p,5000.986247,2858.919506,3961.643513,4913.170799,8835.9731,2335.865106,5306.64127
hsa-mir-155-5p_-_1,0,0,0,0,0,0,0
hsa-mir-155-5p_+_1,49.42574008,0,44.41304387,14.25484758,57.81443686,35.03001522,0
hsa-mir-155-5p_+_2,0,0,0,0,0,0,0
hsa-mir-155-5p_+_3,0,0,0,0,0,0,0
hsa-mir-155-5p_+_4,0,0,0,0,0,0,0
hsa-mir-155-5p_+_5,0,0,0,0,0,0,0
hsa-mir-155-5p_+_6,0,0,0,0,0,0,0
hsa-mir-15a-3p,0,0,0,0,0,0,0
hsa-mir-15a-5p,3327.999832,3565.240795,3686.282641,1179.351056,3366.08499,722.0959955,753.6518348
hsa-mir-15a-5p_-_1,0,0,0,0,0,0,0
hsa-mir-15a-5p_-_2,0,0,0,0,0,0,0
hsa-mir-15a-5p_+_1,0,0,0,0,0,0,0
hsa-mir-15a-5p_+_2,0,0,7.698260937,0,0,0,0
hsa-mir-15a-5p_+_3,23.96399519,0,7.698260937,11.40387806,0,0,0
hsa-mir-15a-5p_+_4,0,0,0,0,0,10.34977722,0
hsa-mir-15a-5p_+_5,0,0,0,0,0,0,0
hsa-mir-15a-5p_+_7,0,0,0,0,0,0,0
hsa-mir-15a-5p_+_8,0,0,0,0,0,0,0
hsa-mir-15b-3p,70.39423588,97.16589169,100.0773922,57.96971349,115.6288737,83.59435449,151.5073276
hsa-mir-15b-3p_+_2,0,0,0,0,0,0,0
hsa-mir-15b-3p_+_3,0,0,0,0,0,0,0
hsa-mir-15b-5p,1045.42929,758.6413851,949.254791,596.802952,899.3356845,273.0748913,151.5073276
hsa-mir-15b-5p_+_2,0,0,0,0,0,0,0
hsa-mir-15b-5p_+_3,0,0,0,0,0,0,0
hsa-mir-15b-5p_+_8,0,0,0,0,0,0,0
hsa-mir-16-1-3p,19.47074609,0,0,0,0,0,0
hsa-mir-16-1-3p_-_2,0,0,0,0,0,0,0
hsa-mir-16-1-3p_+_2,0,0,0,0,0,0,0
hsa-mir-16-1-5p,30643.95885,31339.73722,29764.43765,14497.17999,26591.42904,9174.67944,6549.778317
hsa-mir-16-1-5p_-_1,0,0,0,0,0,0,0
hsa-mir-16-1-5p_+_1,44.93249099,85.95444265,53.29565264,28.50969516,77.08591581,25.4763747,0
hsa-mir-16-1-5p_+_2,29.95499399,44.84579617,23.68695673,0,0,9.553640513,0
hsa-mir-16-1-5p_+_3,76.38523468,119.5887898,85.86521815,13.30452441,109.2050474,0,0
hsa-mir-16-1-5p_+_4,47.92799039,59.79439489,40.26782644,0,0,0,0
hsa-mir-16-1-5p_+_5,14.977497,0,20.13391322,0,0,0,0
hsa-mir-16-1-5p_+_6,104.842479,175.646035,69.87652235,36.11228053,54.6025237,41.39910889,0
hsa-mir-16-1-5p_+_7,86.86948257,85.95444265,52.70347872,0,61.02635002,0,46.61763927
hsa-mir-16-1-5p_+_8,68.89648618,67.26869425,46.18956562,36.11228053,38.54295791,51.74888611,46.61763927
hsa-mir-16-2-3p,58.41223828,59.79439489,36.71478293,0,0,0,58.27204909
hsa-mir-16-2-3p_-_1,476.2844045,650.2640444,505.1243523,313.6066467,411.1248843,586.7527549,458.4067861
hsa-mir-16-2-3p_-_2,0,0,0,0,0,0,0
hsa-mir-16-2-3p_+_1,0,0,0,0,0,0,0
hsa-mir-16-2-3p_+_2,0,0,0,0,0,0,0
hsa-mir-16-2-3p_+_5,0,0,0,0,0,0,0
hsa-mir-16-2-3p_+_6,0,0,0,0,0,0,0
hsa-mir-16-2-5p,30678.4071,31294.89142,29736.01331,14509.53419,26527.19078,9173.087166,6557.547924
hsa-mir-16-2-5p_-_1,0,0,9.474782692,19.00646344,67.45017634,0,0
hsa-mir-16-2-5p_-_2,0,0,0,0,0,0,0
hsa-mir-16-2-5p_+_1,44.93249099,85.95444265,53.29565264,28.50969516,77.08591581,25.4763747,0
hsa-mir-16-2-5p_+_2,29.95499399,44.84579617,23.68695673,0,0,9.553640513,0
hsa-mir-16-2-5p_+_3,76.38523468,119.5887898,84.08869639,13.30452441,109.2050474,0,0
hsa-mir-16-2-5p_+_4,47.92799039,59.79439489,40.26782644,0,0,0,0
hsa-mir-16-2-5p_+_5,14.977497,0,20.13391322,0,0,0,0
hsa-mir-16-2-5p_+_6,104.842479,175.646035,69.87652235,36.11228053,54.6025237,41.39910889,0
hsa-mir-16-2-5p_+_7,86.86948257,85.95444265,52.70347872,0,61.02635002,0,46.61763927
hsa-mir-16-2-5p_+_8,68.89648618,67.26869425,47.37391346,36.11228053,38.54295791,51.74888611,46.61763927
hsa-mir-17-3p,380.4284237,269.074777,517.5600046,60.820683,359.7342738,77.22526082,139.8529178
hsa-mir-17-3p_-_1,0,0,0,0,0,0,0
hsa-mir-17-3p_+_1,25.46174489,0,10.65913053,0,0,31.84546838,0
hsa-mir-17-3p_+_2,0,0,0,0,0,0,0
hsa-mir-17-3p_+_3,0,0,0,0,0,0,0
hsa-mir-17-3p_+_4,0,0,0,0,0,0,0
hsa-mir-17-3p_+_5,0,0,0,0,0,0,0
hsa-mir-17-3p_+_6,0,0,0,0,0,0,0
hsa-mir-17-3p_+_7,0,0,0,0,0,0,0
hsa-mir-17-5p,1109.832527,967.9217672,1340.089577,267.9911345,1079.202821,221.3260052,159.2769342
hsa-mir-17-5p_-_1,34.44824309,0,34.34608726,14.25484758,0,0,0
hsa-mir-17-5p_+_1,0,0,7.106087019,0,0,0,0
hsa-mir-17-5p_+_3,0,0,0,0,0,0,0
hsa-mir-17-5p_+_6,0,0,0,0,0,0,0
hsa-mir-17-5p_+_7,0,0,0,0,0,0,0
hsa-mir-181a-1-3p,602.0953792,560.5724521,566.1182659,742.2023973,725.8923739,535.0038687,843.0023101
hsa-mir-181a-1-3p_-_1,0,0,0,18.05614027,0,0,0
hsa-mir-181a-1-3p_-_2,0,0,7.106087019,0,0,29.45705825,0
hsa-mir-181a-1-3p_+_1,0,0,0,0,0,0,0
hsa-mir-181a-1-3p_+_2,0,0,0,0,0,0,0
hsa-mir-181a-1-3p_+_3,0,0,0,0,0,0,0
hsa-mir-181a-1-3p_+_4,0,0,0,0,0,0,0
hsa-mir-181a-1-3p_+_5,0,0,0,0,0,0,0
hsa-mir-181a-1-3p_+_6,0,0,0,0,0,0,0
hsa-mir-181a-1-5p,66823.60059,37117.37063,44171.43691,86499.36543,51740.70908,74161.72676,35002.07748
hsa-mir-181a-1-5p_-_1,67.39873648,0,30.20086983,188.163988,54.6025237,65.28321017,58.27204909
hsa-mir-181a-1-5p_-_2,0,0,0,0,0,0,0
hsa-mir-181a-1-5p_+_1,53.91898918,0,37.89913077,35.16195736,70.66208949,58.9141165,0
hsa-mir-181a-1-5p_+_2,0,0,8.882608774,0,0,0,0
hsa-mir-181a-1-5p_+_3,38.94149219,0,23.68695673,0,0,0,0
hsa-mir-181a-1-5p_+_4,0,0,7.106087019,0,0,0,0
hsa-mir-181a-1-5p_+_5,0,0,9.474782692,0,0,0,0
hsa-mir-181a-1-5p_+_6,0,0,10.06695661,0,0,0,0
hsa-mir-181a-1-5p_+_7,25.46174489,0,12.43565228,12.35420123,0,15.92273419,66.04165563
hsa-mir-181a-1-5p_+_8,0,0,0,0,0,0,0
hsa-mir-181a-2-5p,66823.60059,37117.37063,44170.25256,86499.36543,51740.70908,74161.72676,35002.07748
hsa-mir-181a-2-5p_-_1,67.39873648,0,30.20086983,188.163988,54.6025237,65.28321017,58.27204909
hsa-mir-181a-2-5p_+_1,53.91898918,0,37.89913077,35.16195736,70.66208949,58.9141165,0
hsa-mir-181a-2-5p_+_2,0,0,8.882608774,0,0,0,0
hsa-mir-181a-2-5p_+_3,38.94149219,0,23.68695673,0,0,0,0
hsa-mir-181a-2-5p_+_4,0,0,7.106087019,0,0,0,0
hsa-mir-181a-2-5p_+_5,0,0,9.474782692,0,0,0,0
hsa-mir-181a-2-5p_+_6,0,0,10.06695661,0,0,0,0
hsa-mir-181a-2-5p_+_7,25.46174489,0,12.43565228,12.35420123,0,15.92273419,66.04165563
hsa-mir-181a-2-5p_+_8,0,0,0,0,0,0,0
hsa-mir-181b-1-3p,0,0,10.06695661,12.35420123,0,0,0
hsa-mir-181b-1-3p_+_1,0,0,0,0,0,0,0
hsa-mir-181b-1-5p,4683.46331,2384.301496,3110.097419,4807.684927,3908.898314,4987.000348,3138.921044
hsa-mir-181b-1-5p_-_1,25.46174489,0,10.65913053,41.81421956,38.54295791,43.78751902,0
hsa-mir-181b-1-5p_+_1,113.8289772,59.79439489,71.06087019,134.9458904,86.72165529,81.20594436,62.15685236
hsa-mir-181b-1-5p_+_3,0,0,0,0,0,0,0
hsa-mir-181b-1-5p_+_4,0,0,0,0,0,0,0
hsa-mir-181b-1-5p_+_6,0,0,0,0,0,0,0
hsa-mir-181b-1-5p_+_7,0,0,0,0,0,0,0
hsa-mir-181b-2-5p,4816.763034,2466.518789,3227.347854,4878.959165,3989.196143,5154.189057,3255.465142
hsa-mir-181b-2-5p_-_1,25.46174489,0,11.25130445,43.71486591,48.17869738,43.78751902,0
hsa-mir-181b-2-5p_+_1,131.8019736,67.26869425,76.98260937,146.3497685,86.72165529,81.20594436,62.15685236
hsa-mir-181b-2-5p_+_2,0,0,0,0,0,0,0
hsa-mir-181b-2-5p_+_3,0,0,0,0,0,0,0
hsa-mir-181b-2-5p_+_4,0,0,0,0,0,0,0
hsa-mir-181b-2-5p_+_6,0,0,0,0,0,0,0
hsa-mir-181b-2-5p_+_7,0,0,0,0,0,0,0
hsa-mir-181b-2-5p_+_8,0,0,0,0,0,0,0
hsa-mir-181c-3p,0,0,0,0,0,0,0
hsa-mir-181c-3p_+_1,314.5274369,257.8633279,271.2156546,240.4317625,301.9198369,629.7441372,613.798917
hsa-mir-181c-3p_+_3,0,0,0,0,0,0,0
hsa-mir-181c-5p,5089.353479,2840.233757,4065.866123,2855.721132,2993.503064,2960.832422,4354.864468
hsa-mir-181c-5p_-_1,0,0,0,0,0,0,0
hsa-mir-181c-5p_+_1,0,0,0,0,0,0,0
hsa-mir-181c-5p_+_3,0,0,0,0,0,0,0
hsa-mir-181c-5p_+_6,0,0,0,0,0,0,0
hsa-mir-181c-5p_+_7,0,0,0,0,0,0,0
hsa-mir-181d,667.996366,358.7663693,464.2643519,562.5913178,484.998887,1054.88114,345.7474912
hsa-mir-181d_-_1,0,0,0,0,0,0,0
hsa-mir-181d_+_1,0,0,0,11.40387806,0,0,0
hsa-mir-181d_+_3,0,0,0,0,0,0,0
hsa-mir-181d_+_7,0,0,0,0,0,0,0
hsa-mir-182-3p,0,0,0,0,0,0,0
hsa-mir-182-3p_-_2,0,0,0,0,0,0,0
hsa-mir-182-5p,16434.80745,17183.41423,7841.567026,19550.99862,15609.89795,21331.68699,5100.746697
hsa-mir-182-5p_-_1,0,0,0,24.70840247,0,20.69955445,0
hsa-mir-182-5p_+_1,23.96399519,67.26869425,16.58086971,73.17488424,0,108.2745925,0
hsa-mir-182-5p_+_2,0,0,0,15.20517075,35.33104475,0,0
hsa-mir-182-5p_+_3,0,0,0,0,0,0,0
hsa-mir-182-5p_+_4,0,0,0,0,0,0,0
hsa-mir-182-5p_+_5,0,0,0,0,0,0,0
hsa-mir-182-5p_+_6,0,0,0,0,0,0,0
hsa-mir-182-5p_+_7,0,0,0,0,0,0,0
hsa-mir-183-3p_+_1,0,0,0,0,0,0,46.61763927
hsa-mir-183-5p,874.6858245,1035.190461,302.6008722,457.1054457,815.8259423,599.4909422,283.5906389
hsa-mir-183-5p_-_1,0,0,0,0,0,0,0
hsa-mir-183-5p_+_1,302.5454393,310.1834235,115.4739141,273.6930735,253.7411395,296.9589926,116.5440982
hsa-mir-183-5p_+_2,0,0,0,0,0,0,0
hsa-mir-183-5p_+_3,0,0,0,0,0,0,0
hsa-mir-183-5p_+_4,0,0,0,0,0,0,0
hsa-mir-183-5p_+_5,0,0,0,0,0,0,0
hsa-mir-183-5p_+_7,0,0,0,0,0,0,0
hsa-mir-184,0,0,0,36.11228053,0,0,0
hsa-mir-185-3p,0,0,10.06695661,23.7580793,0,28.66092154,198.1249669
hsa-mir-185-3p_-_1,0,0,0,0,0,0,0
hsa-mir-185-5p,32.95049339,44.84579617,29.01652199,12.35420123,44.96678422,0,46.61763927
hsa-mir-185-5p_+_1,0,0,0,0,0,0,0
hsa-mir-185-5p_+_2,0,0,0,0,0,0,0
hsa-mir-185-5p_+_3,0,0,0,0,0,14.33046077,0
hsa-mir-186-3p,0,0,0,0,0,0,0
hsa-mir-186-3p_+_1,0,0,0,0,0,0,0
hsa-mir-186-3p_+_2,0,0,0,0,0,0,0
hsa-mir-186-5p,29901.075,29459.95093,27469.17155,24614.32048,33895.31957,19893.8641,17617.58284
hsa-mir-186-5p_-_1,65.90098678,160.6974363,82.90434856,38.96325005,83.50974213,21.49569116,209.7793767
hsa-mir-186-5p_+_1,377.4329243,287.7605254,285.4278286,199.5678661,507.4822791,280.2401217,1802.548718
hsa-mir-186-5p_+_2,19.47074609,41.10864648,11.25130445,0,0,0,58.27204909
hsa-mir-186-5p_+_3,0,0,0,0,0,0,0
hsa-mir-186-5p_+_4,22.46624549,0,20.13391322,0,0,0,62.15685236
hsa-mir-186-5p_+_5,20.96849579,0,14.80434796,9.503231719,0,0,182.5857538
hsa-mir-186-5p_+_6,16.47524669,0,5.921739183,0,0,0,62.15685236
hsa-mir-186-5p_+_7,0,0,0,0,0,0,0
hsa-mir-186-5p_+_8,0,0,0,0,0,0,0
hsa-mir-187-3p,0,0,0,0,0,0,0
hsa-mir-188-3p,0,0,8.290434856,0,0,0,0
hsa-mir-188-3p_-_1,0,0,0,0,0,0,0
hsa-mir-188-5p,28.45724429,89.69159233,34.93826118,19.95678661,128.4765264,0,101.0048851
hsa-mir-18a-3p,26.95949459,0,50.92695697,56.06906714,64.23826318,33.4377418,283.5906389
hsa-mir-18a-3p_+_1,0,0,0,0,0,0,0
hsa-mir-18a-5p,146.7794706,235.4404299,159.294784,20.90710978,205.5624422,59.71025321,0
hsa-mir-18a-5p_+_5,0,0,0,0,0,0,0
hsa-mir-18a-5p_+_7,0,0,0,0,0,0,0
hsa-mir-18b-5p,0,0,0,0,0,0,0
hsa-mir-1908,0,0,0,0,0,0,0
hsa-mir-1908_+_3,0,0,0,0,0,0,0
hsa-mir-1909-5p_-_1,0,0,0,0,0,0,0
hsa-mir-190a,217.1737064,280.286226,236.8695673,55.11874397,404.701058,70.85616714,271.9362291
hsa-mir-190a_+_2,0,0,0,0,0,0,0
hsa-mir-190a_+_3,0,0,0,0,0,0,0
hsa-mir-190a_+_4,0,0,0,0,0,0,0
hsa-mir-190b,16.47524669,0,11.84347837,21.85743295,0,0,0
hsa-mir-191-3p,58.41223828,0,57.44087007,36.11228053,0,25.4763747,283.5906389
hsa-mir-191-3p_-_1,0,0,0,0,0,0,0
hsa-mir-191-3p_-_2,0,0,0,0,0,0,0
hsa-mir-191-3p_+_1,16.47524669,0,39.67565252,0,99.56930792,51.74888611,264.1666225
hsa-mir-191-3p_+_2,0,0,0,0,0,0,0
hsa-mir-191-5p,131691.1401,62257.17653,60042.88227,85567.0984,100751.292,63108.16468,16510.41391
hsa-mir-191-5p_-_1,0,0,0,0,0,0,0
hsa-mir-191-5p_-_2,0,0,0,0,0,0,0
hsa-mir-191-5p_+_1,5655.502865,3243.845923,3218.465246,3828.85206,4432.440159,3976.702864,2933.026471
hsa-mir-191-5p_+_2,80.87848378,52.32009553,34.93826118,21.85743295,93.14548161,37.41842534,0
hsa-mir-191-5p_+_3,110.8334778,97.16589169,54.48000048,11.40387806,125.2646132,0,0
hsa-mir-191-5p_+_4,67.39873648,0,21.91043498,14.25484758,41.75487107,0,0
hsa-mir-191-5p_+_5,83.87398317,112.1144904,53.88782656,34.21163419,41.75487107,0,0
hsa-mir-191-5p_+_6,20.96849579,0,11.84347837,0,0,8.757503804,0
hsa-mir-191-5p_+_7,0,0,6.513913101,0,0,0,0
hsa-mir-1910,0,0,0,0,0,0,0
hsa-mir-192-3p,209.6849579,310.1834235,269.4391328,145.3994453,228.0458343,147.2852912,0
hsa-mir-192-3p_-_1,0,0,12.43565228,0,0,0,0
hsa-mir-192-3p_-_2,0,0,0,0,0,0,0
hsa-mir-192-3p_-_3,0,0,0,0,0,0,0
hsa-mir-192-3p_-_4,0,0,10.65913053,0,0,10.34977722,0
hsa-mir-192-3p_-_5,0,0,0,0,0,0,0
hsa-mir-192-3p_+_1,0,0,0,0,0,0,0
hsa-mir-192-3p_+_2,0,0,0,0,0,0,0
hsa-mir-192-3p_+_3,0,0,10.65913053,0,0,22.29182786,0
hsa-mir-192-3p_+_4,0,0,0,0,0,0,0
hsa-mir-192-3p_+_8,0,0,0,0,0,0,0
hsa-mir-192-5p,1583942.199,1447226.162,1092676.353,3622605.322,1262031.342,3471007.176,1589789.698
hsa-mir-192-5p_-_1,2845.724429,2537.524633,1823.895668,5414.941434,2511.71609,5170.111791,3469.129322
hsa-mir-192-5p_-_2,37.44374249,0,27.83217416,35.16195736,0,52.54502282,0
hsa-mir-192-5p_-_3,0,0,0,0,0,31.04933167,0
hsa-mir-192-5p_+_1,470932.9448,835436.0739,467496.4372,1579358.235,445595.1364,1380038.499,271780.8369
hsa-mir-192-5p_+_2,296.5544405,440.9836623,267.0704371,1162.245239,440.0321028,791.3598892,248.6274094
hsa-mir-192-5p_+_3,58.41223828,164.4345859,24.87130457,182.462049,0,195.8496305,0
hsa-mir-192-5p_+_4,71.89198558,164.4345859,54.48000048,33.26131102,83.50974213,0,0
hsa-mir-192-5p_+_5,175.2367148,418.5607642,120.8034793,60.820683,144.5360921,37.41842534,0
hsa-mir-192-5p_+_6,55.41673888,82.21729297,31.97739159,25.65872564,0,9.553640513,0
hsa-mir-192-5p_+_8,0,0,0,0,0,0,0
hsa-mir-193a-3p,203.6939591,269.074777,222.0652193,32.31098785,157.3837448,0,376.8259174
hsa-mir-193a-3p_-_7,0,0,0,0,0,0,0
hsa-mir-193a-3p_+_6,0,0,0,0,0,0,0
hsa-mir-193a-5p,0,0,11.25130445,0,0,0,120.4289014
hsa-mir-193a-5p_+_1,0,0,0,0,0,0,0
hsa-mir-193a-5p_+_4,0,0,0,0,0,0,0
hsa-mir-193a-5p_+_5,0,0,0,0,0,0,0
hsa-mir-193a-5p_+_7,0,0,0,0,0,0,0
hsa-mir-193a-5p_+_8,0,0,0,0,0,0,0
hsa-mir-193b-3p,169.245716,138.2745382,244.5678282,48.46648177,144.5360921,92.3518583,473.9459992
hsa-mir-193b-3p_-_1,0,0,0,0,0,0,0
hsa-mir-193b-3p_+_1,0,0,0,0,0,0,0
hsa-mir-193b-5p,0,0,0,47.5161586,0,0,225.3185898
hsa-mir-193b-5p_+_1,0,0,0,0,0,0,0
hsa-mir-194-1-5p,32113.25131,51329.75086,36275.38988,99642.3349,34858.89351,59359.15692,13930.90453
hsa-mir-194-1-5p_-_1,0,0,0,15.20517075,0,33.4377418,0
hsa-mir-194-1-5p_+_1,20.96849579,0,42.63652211,77.9265001,0,86.77890133,0
hsa-mir-194-1-5p_+_2,44.93249099,149.4859872,55.66434832,189.1143112,38.54295791,96.33254184,0
hsa-mir-194-1-5p_+_3,0,0,13.0278262,56.06906714,0,0,0
hsa-mir-194-1-5p_+_4,25.46174489,41.10864648,19.5417393,76.02585375,0,63.69093676,0
hsa-mir-194-1-5p_+_5,19.47074609,0,8.290434856,57.96971349,0,31.04933167,0
hsa-mir-194-1-5p_+_6,16.47524669,0,6.513913101,0,0,25.4763747,0
hsa-mir-194-1-5p_+_7,0,0,0,37.0626037,0,0,0
hsa-mir-194-1-5p_+_8,0,0,7.698260937,0,0,32.64160509,0
hsa-mir-194-2-3p,299.5499399,493.3037578,452.4208735,754.5565985,379.0057527,426.7292763,233.0881963
hsa-mir-194-2-3p_-_1,0,0,0,0,0,0,0
hsa-mir-194-2-3p_-_2,0,0,0,0,0,0,0
hsa-mir-194-2-3p_-_3,0,0,0,0,0,0,0
hsa-mir-194-2-3p_-_4,0,0,0,0,0,0,0
hsa-mir-194-2-3p_-_6,0,0,0,0,0,0,0
hsa-mir-194-2-3p_-_8,0,0,0,0,0,0,0
hsa-mir-194-2-3p_+_1,0,0,9.474782692,22.80775613,0,34.23387851,0
hsa-mir-194-2-3p_+_2,0,0,0,0,0,0,0
hsa-mir-194-2-5p,30825.18657,49165.9412,36519.36554,29249.04659,30121.3216,19141.51491,10345.23111
hsa-mir-194-2-5p_-_1,97.35373047,164.4345859,183.5739147,157.7536465,64.23826318,119.4205064,46.61763927
hsa-mir-194-2-5p_-_2,0,0,10.65913053,66.52262203,0,25.4763747,0
hsa-mir-194-2-5p_+_1,0,44.84579617,35.5304351,20.90710978,0,0,0
hsa-mir-194-2-5p_+_2,35.94599279,127.0630891,46.78173954,33.26131102,0,14.33046077,0
